docID;Name;Link;criterionID;criterion;score
39;Smart Infrastructures: Artificial Intelligence-Enabled Lifecycle Automation;10.1109/MIE.2022.3165673;C10;Ethical considerations;0
39;Smart Infrastructures: Artificial Intelligence-Enabled Lifecycle Automation;10.1109/MIE.2022.3165673;D1;Management support;1
39;Smart Infrastructures: Artificial Intelligence-Enabled Lifecycle Automation;10.1109/MIE.2022.3165673;D2;HRM;0
39;Smart Infrastructures: Artificial Intelligence-Enabled Lifecycle Automation;10.1109/MIE.2022.3165673;D3;R&D;0
39;Smart Infrastructures: Artificial Intelligence-Enabled Lifecycle Automation;10.1109/MIE.2022.3165673;D4;Inbound logistics;0
39;Smart Infrastructures: Artificial Intelligence-Enabled Lifecycle Automation;10.1109/MIE.2022.3165673;D5;Production;2
39;Smart Infrastructures: Artificial Intelligence-Enabled Lifecycle Automation;10.1109/MIE.2022.3165673;D6;Outbound logistics;0
39;Smart Infrastructures: Artificial Intelligence-Enabled Lifecycle Automation;10.1109/MIE.2022.3165673;D7;Marketing & Sales;0
39;Smart Infrastructures: Artificial Intelligence-Enabled Lifecycle Automation;10.1109/MIE.2022.3165673;D8;Customer support;0
39;Smart Infrastructures: Artificial Intelligence-Enabled Lifecycle Automation;10.1109/MIE.2022.3165673;D9;Security;1
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;A1;Conceptualization;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;A2;Data Preparation & Exploration;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;A3;Model Building and Evaluation;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;A4;Deployment and Monitoring;2
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;B1;Examples;2
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;B2;Quick Read;1
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;B3;Stakeholder Inclusivity;1
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;B4;Feasibility - Capabilities;2
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;B5;Feasibility - Resources;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;B6;Recommendations of Techniques;1
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;B7;Recommendations of Training;1
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;B8;Evidence of Adoption;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;C1;Development of dynamic capabilities;1
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;C2;Simple solutions;2
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;C3;Managerial capability development;1
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;C4;Access to financial resources;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;C5;Sharing of success stories;1
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;C6;Market regulation & standards;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;C7;AI Strategy;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;C8;Innovation culture;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;C9;Data governance;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;C10;Ethical considerations;1
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;D1;Management support;1
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;D2;HRM;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;D3;R&D;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;D4;Inbound logistics;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;D5;Production;2
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;D6;Outbound logistics;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;D7;Marketing & Sales;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;D8;Customer support;0
40;Human-machine teaming is key to AI adoption: clinicians' Experiences with a deployed machine learning system;10.1038/s41746-022-00597-7;D9;Security;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;A1;Conceptualization;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;A2;Data Preparation & Exploration;2
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;A3;Model Building and Evaluation;2
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;A4;Deployment and Monitoring;1
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;B1;Examples;2
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;B2;Quick Read;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;B3;Stakeholder Inclusivity;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;B4;Feasibility - Capabilities;1
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;B5;Feasibility - Resources;1
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;B6;Recommendations of Techniques;2
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;B7;Recommendations of Training;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;B8;Evidence of Adoption;2
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;C1;Development of dynamic capabilities;1
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;C2;Simple solutions;2
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;C3;Managerial capability development;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;C4;Access to financial resources;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;C5;Sharing of success stories;1
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;C6;Market regulation & standards;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;C7;AI Strategy;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;C8;Innovation culture;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;C9;Data governance;2
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;C10;Ethical considerations;2
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;D1;Management support;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;D2;HRM;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;D3;R&D;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;D4;Inbound logistics;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;D5;Production;2
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;D6;Outbound logistics;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;D7;Marketing & Sales;0
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;D8;Customer support;1
41;VBridge: Connecting the Dots Between Features and Data to Explain Healthcare Models;10.1109/TVCG.2021.3114836;D9;Security;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;A1;Conceptualization;2
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;A2;Data Preparation & Exploration;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;A3;Model Building and Evaluation;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;A4;Deployment and Monitoring;2
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;B1;Examples;1
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;B2;Quick Read;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;B3;Stakeholder Inclusivity;2
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;B4;Feasibility - Capabilities;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;B5;Feasibility - Resources;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;B6;Recommendations of Techniques;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;B7;Recommendations of Training;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;B8;Evidence of Adoption;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;C1;Development of dynamic capabilities;1
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;C2;Simple solutions;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;C3;Managerial capability development;1
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;C4;Access to financial resources;1
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;C5;Sharing of success stories;2
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;C6;Market regulation & standards;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;C7;AI Strategy;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;C8;Innovation culture;1
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;C9;Data governance;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;C10;Ethical considerations;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;D1;Management support;2
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;D2;HRM;1
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;D3;R&D;1
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;D4;Inbound logistics;1
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;D5;Production;2
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;D6;Outbound logistics;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;D7;Marketing & Sales;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;D8;Customer support;0
42;Perceived Benefits of Automation and Artificial Intelligence in the AEC Sector: An Interpretive Structural Modeling Approach;10.3389/fbuil.2022.864814;D9;Security;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;A1;Conceptualization;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;A2;Data Preparation & Exploration;1
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;A3;Model Building and Evaluation;1
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;A4;Deployment and Monitoring;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;B1;Examples;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;B2;Quick Read;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;B3;Stakeholder Inclusivity;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;B4;Feasibility - Capabilities;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;B5;Feasibility - Resources;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;B6;Recommendations of Techniques;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;B7;Recommendations of Training;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;B8;Evidence of Adoption;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;C1;Development of dynamic capabilities;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;C2;Simple solutions;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;C3;Managerial capability development;1
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;C4;Access to financial resources;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;C5;Sharing of success stories;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;C6;Market regulation & standards;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;C7;AI Strategy;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;C8;Innovation culture;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;C9;Data governance;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;C10;Ethical considerations;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;D1;Management support;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;D2;HRM;0
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;D3;R&D;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;D4;Inbound logistics;1
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;D5;Production;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;D6;Outbound logistics;1
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;D7;Marketing & Sales;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;D8;Customer support;2
43;A reference framework and overall planning of industrial artificial intelligence (I-AI) for new application scenarios;10.1007/s00170-018-3106-3;D9;Security;0
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;A1;Conceptualization;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;A2;Data Preparation & Exploration;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;A3;Model Building and Evaluation;1
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;A4;Deployment and Monitoring;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;B1;Examples;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;B2;Quick Read;0
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;B3;Stakeholder Inclusivity;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;B4;Feasibility - Capabilities;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;B5;Feasibility - Resources;1
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;B6;Recommendations of Techniques;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;B7;Recommendations of Training;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;B8;Evidence of Adoption;0
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;C1;Development of dynamic capabilities;1
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;C2;Simple solutions;1
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;C3;Managerial capability development;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;C4;Access to financial resources;1
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;C5;Sharing of success stories;1
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;C6;Market regulation & standards;0
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;C7;AI Strategy;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;C8;Innovation culture;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;C9;Data governance;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;C10;Ethical considerations;0
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;D1;Management support;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;D2;HRM;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;D3;R&D;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;D4;Inbound logistics;0
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;D5;Production;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;D6;Outbound logistics;0
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;D7;Marketing & Sales;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;D8;Customer support;2
44;Demystifying AI: What Digital Transformation Leaders Can Teach You about Realistic Artificial Intelligence;https://doi.org/10.1177/1536504219865226;D9;Security;0
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;A1;Conceptualization;2
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;A2;Data Preparation & Exploration;2
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;A3;Model Building and Evaluation;1
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;A4;Deployment and Monitoring;2
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;B1;Examples;2
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;B2;Quick Read;1
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;B3;Stakeholder Inclusivity;0
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;B4;Feasibility - Capabilities;1
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;B5;Feasibility - Resources;0
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;B6;Recommendations of Techniques;2
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;B7;Recommendations of Training;1
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;B8;Evidence of Adoption;0
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;C1;Development of dynamic capabilities;2
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;C2;Simple solutions;1
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;C3;Managerial capability development;1
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;C4;Access to financial resources;0
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;C5;Sharing of success stories;1
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;C6;Market regulation & standards;0
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;C7;AI Strategy;1
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;C8;Innovation culture;1
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;C9;Data governance;1
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;C10;Ethical considerations;0
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;D1;Management support;2
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;D2;HRM;2
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;D3;R&D;0
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;D4;Inbound logistics;2
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;D5;Production;2
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;D6;Outbound logistics;2
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;D7;Marketing & Sales;2
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;D8;Customer support;0
45;Industry 4.0 technologies: Implementation patterns in manufacturing companies;https://doi.org/10.1016/j.ijpe.2019.01.004;D9;Security;0
46;Big data as an exploration trigger or problem-solving patch: Design and integration of AI-embedded systems in the automotive industry;10.1016/j.technovation.2023.102763;A1;Conceptualization;0
46;Big data as an exploration trigger or problem-solving patch: Design and integration of AI-embedded systems in the automotive industry;10.1016/j.technovation.2023.102763;A2;Data Preparation & Exploration;1
46;Big data as an exploration trigger or problem-solving patch: Design and integration of AI-embedded systems in the automotive industry;10.1016/j.technovation.2023.102763;A3;Model Building and Evaluation;0
46;Big data as an exploration trigger or problem-solving patch: Design and integration of AI-embedded systems in the automotive industry;10.1016/j.technovation.2023.102763;A4;Deployment and Monitoring;2
